Material,Second Derivative
38-1482-03,-4.350048331213436e-06
38-1482-03,-2.174945322960848e-06
38-1482-03,2.174866486033616e-06
38-1482-03,4.349575309641075e-06
38-1482-03,2.1747088293219567e-06
38-1482-03,9.65729722651739e-19
38-1482-03,-2.1745511954667698e-06
38-1482-03,-1.7395775818548583e-05
38-1482-03,2.1743927649427663e-05
38-1482-03,-4.348627113523891e-06
38-1482-03,9.655541990957166e-19
38-1482-03,-9.65519211338447e-19
38-1482-03,-4.3481544009708445e-06
38-1482-03,4.347996852957082e-06
38-1482-03,-2.1739196581799378e-06
38-1482-03,2.1738408955889933e-06
38-1482-03,-6.5212864161152604e-06
38-1482-03,2.1736833875266326e-06
38-1482-03,2.1736046420568714e-06
38-1482-03,2.173525902290357e-06
38-1482-03,2.17344716822647e-06
38-1482-03,-1.5213579079086879e-05
38-1482-03,1.7386317737719645e-05
38-1482-03,-4.346421077997322e-06
38-1482-03,2.17313136655074e-06
38-1482-03,-6.519156599615313e-06
38-1482-03,-4.345947000249683e-06
38-1482-03,6.5186844182324334e-06
38-1482-03,4.345632235460051e-06
38-1482-03,-6.518212305243667e-06
38-1482-03,6.517976274391831e-06
38-1482-03,-2.172580086878052e-06
38-1482-03,-4.3450028426452145e-06
38-1482-03,0.0
38-1482-03,2.1723441073005836e-06
38-1482-03,0.0
38-1482-03,2.1721868160595894e-06
38-1482-03,4.3442163579618286e-06
38-1482-03,-3.0408413666329334e-05
38-1482-03,3.475120820901152e-05
38-1482-03,9.645046906528757e-19
38-1482-03,-1.3030754758090525e-05
38-1482-03,-4.343427702302695e-06
38-1482-03,1.5201446738189792e-05
38-1482-03,-1.5200896558144562e-05
38-1482-03,4.3429561194066515e-06
38-1482-03,1.0856997369655473e-05
38-1482-03,-1.5199246256929468e-05
38-1482-03,4.3424846389007525e-06
38-1482-03,8.684655002958373e-06
38-1482-03,-1.0855425938576353e-05
38-1482-03,-9.641206190631687e-19
38-1482-03,1.9538352708501737e-05
38-1482-03,-2.605019439302695e-05
38-1482-03,1.3024625954793523e-05
38-1482-03,-2.1706919976657115e-06
38-1482-03,4.341226017231086e-06
38-1482-03,-1.0852670126566163e-05
38-1482-03,1.3022733047125988e-05
38-1482-03,-6.511209494972361e-06
38-1482-03,-2.1703508262225737e-06
38-1482-03,9.638061415527619e-19
38-1482-03,6.510659968673555e-06
38-1482-03,-1.0850707474085228e-05
38-1482-03,4.340126011508446e-06
38-1482-03,1.3019907134209904e-05
38-1482-03,-1.735924835727626e-05
38-1482-03,1.0849137863134576e-05
38-1482-03,-4.339498212539475e-06
38-1482-03,-8.678682582348375e-06
38-1482-03,1.0847960952894494e-05
38-1482-03,1.0847566666613401e-05
38-1482-03,-1.9524910322067626e-05
38-1482-03,1.0846778172186247e-05
38-1482-03,-1.5184940415460896e-05
38-1482-03,1.952278898086132e-05
38-1482-03,-1.7352962838114572e-05
38-1482-03,1.5183293576831323e-05
38-1482-03,-1.084481764999872e-05
38-1482-03,4.337770252241702e-06
38-1482-03,0.0
38-1482-03,4.337456670733091e-06
38-1482-03,-9.63074042066195e-19
38-1482-03,-1.5180000970955525e-05
38-1482-03,1.3010959150408358e-05
38-1482-03,6.5052444655657585e-06
38-1482-03,-1.7346691661119576e-05
38-1482-03,1.3009545839545059e-05
38-1482-03,-4.3363576558764605e-06
38-1482-03,6.504300065042284e-06
38-1482-03,-1.300813008129938e-05
38-1482-03,1.517560341089682e-05
38-1482-03,-1.3007190085631162e-05
38-1482-03,-2.167786689789486e-06
38-1482-03,1.3006250225803449e-05
38-1482-03,-6.502890173410652e-06
38-1482-03,-4.3351035005955995e-06
38-1482-03,2.1674734484490556e-06
38-1482-03,6.502185456779737e-06
38-1482-03,-1.3003901170351597e-05
38-1482-03,1.7337908614773356e-05
38-1482-03,-6.501480892870289e-06
38-1482-03,-8.66832809621845e-06
38-1482-03,1.5169023082545934e-05
38-1482-03,-1.0834622883391001e-05
38-1482-03,-2.166845861568911e-06
38-1482-03,1.3000605664271404e-05
38-1482-03,-1.5166825558544478e-05
38-1482-03,1.0833055629757543e-05
38-1482-03,-6.499598676140516e-06
38-1482-03,2.166454663792035e-06
38-1482-03,-8.665505764746131e-06
38-1482-03,1.5164087569604922e-05
38-1482-03,-8.664880051679143e-06
38-1482-03,8.664567229029267e-06
38-1482-03,9.619254758250503e-19
38-1482-03,-1.0829927064361426e-05
38-1482-03,-9.618560277804775e-19
38-1482-03,4.3316580821378315e-06
38-1482-03,4.331500914251465e-06
38-1482-03,-8.6626875155398e-06
38-1482-03,6.4967799143475655e-06
38-1482-03,-2.1655151443639008e-06
38-1482-03,0.0
38-1482-03,6.496076521356466e-06
38-1482-03,-1.5156964878699859e-05
38-1482-03,1.515641791371413e-05
38-1482-03,-1.2990746561317399e-05
38-1482-03,1.2990277801854387e-05
38-1482-03,-1.7319745434958936e-05
38-1482-03,1.2989340384408668e-05
38-1482-03,-2.1648119544031068e-06
38-1482-03,2.1647338503744834e-06
38-1482-03,4.329311503963904e-06
38-1482-03,-6.493732977671344e-06
38-1482-03,-4.328998229052763e-06
38-1482-03,6.493261726586944e-06
38-1482-03,-2.164342042231121e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-6.4923235462512945e-06
38-1482-03,1.0820148977596066e-05
38-1482-03,-1.0819758739590226e-05
38-1482-03,1.7310989647573555e-05
38-1482-03,-1.5146569687229918e-05
38-1482-03,4.327435277780383e-06
38-1482-03,-6.490918841409303e-06
38-1482-03,1.9472054349093008e-05
38-1482-03,-1.2980901483063848e-05
38-1482-03,0.0
38-1482-03,-4.326655139442538e-06
38-1482-03,2.16324916719348e-06
38-1482-03,9.606407974830354e-19
38-1482-03,2.1630923776285068e-06
38-1482-03,1.2978086385777338e-05
38-1482-03,-1.730349138602015e-05
38-1482-03,4.325716908994293e-06
38-1482-03,-2.16278049136215e-06
38-1482-03,-2.1627025338489636e-06
38-1482-03,1.2975747491723622e-05
38-1482-03,-8.6501865427145e-06
38-1482-03,-8.649874780087753e-06
38-1482-03,1.5136735319882575e-05
38-1482-03,-4.324625661124028e-06
38-1482-03,-8.648939627027364e-06
38-1482-03,8.64862795427306e-06
38-1482-03,-6.486237227986555e-06
38-1482-03,1.0810003562595951e-05
38-1482-03,-6.485767064169054e-06
38-1482-03,-2.161844002606257e-06
38-1482-03,2.1617661125878312e-06
38-1482-03,1.0808441140910309e-05
38-1482-03,-2.593932419265609e-05
38-1482-03,1.5130727333436327e-05
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,1.296779334190875e-05
38-1482-03,-1.7289768316594045e-05
38-1482-03,-8.644572777752825e-06
38-1482-03,2.5932784258923494e-05
38-1482-03,-1.2965925125935348e-05
38-1482-03,-2.1609096926744004e-06
38-1482-03,8.64332747986309e-06
38-1482-03,-1.29645218800296e-05
38-1482-03,6.482026291790301e-06
38-1482-03,0.0
38-1482-03,-4.32103883995961e-06
38-1482-03,4.320883250756697e-06
38-1482-03,6.481091509137142e-06
38-1482-03,-4.320572105961633e-06
38-1482-03,-4.320416550370897e-06
38-1482-03,1.296078301793101e-05
38-1482-03,-2.592063283669931e-05
38-1482-03,1.7279799803151417e-05
38-1482-03,8.639588879979402e-06
38-1482-03,-2.375801417212992e-05
38-1482-03,1.0798708629949034e-05
38-1482-03,1.5117647911678366e-05
38-1482-03,-1.0797931271858291e-05
38-1482-03,-8.638032285959138e-06
38-1482-03,6.478289682806288e-06
38-1482-03,-1.5115462058956414e-05
38-1482-03,3.45483841947796e-05
38-1482-03,-2.806955199402229e-05
38-1482-03,6.477355823651496e-06
38-1482-03,8.636163656507483e-06
38-1482-03,-2.158963225961974e-06
38-1482-03,-6.476656630158184e-06
38-1482-03,0.0
38-1482-03,-6.476190585018137e-06
38-1482-03,1.9427872762794153e-05
38-1482-03,-8.634299475924149e-06
38-1482-03,-8.63398885740137e-06
38-1482-03,1.0792097826534174e-05
38-1482-03,-2.158341921850197e-06
38-1482-03,-4.316527757445657e-06
38-1482-03,-4.316371685586358e-06
38-1482-03,1.2948646865719625e-05
38-1482-03,-8.632120759692152e-06
38-1482-03,4.315905148952125e-06
38-1482-03,-8.631499858449524e-06
38-1482-03,1.7262378882645373e-05
38-1482-03,-1.2946318569782954e-05
38-1482-03,2.1576421685112403e-06
38-1482-03,-8.630258323891173e-06
38-1482-03,1.7259895992111284e-05
38-1482-03,-1.5101865958439843e-05
38-1482-03,8.629327407333548e-06
38-1482-03,6.471762859829473e-06
38-1482-03,-1.0785883634822603e-05
38-1482-03,4.3141983457924065e-06
38-1482-03,-1.5099148189896561e-05
38-1482-03,1.941248855444242e-05
38-1482-03,-1.0784325905435477e-05
38-1482-03,6.470362948252851e-06
38-1482-03,-4.31342024664396e-06
38-1482-03,1.0783163013993133e-05
38-1482-03,-8.62622035139312e-06
38-1482-03,0.0
38-1482-03,2.156400074663916e-06
38-1482-03,-2.156322576427836e-06
38-1482-03,-2.156245083761929e-06
38-1482-03,6.468502789995826e-06
38-1482-03,-1.2936540690825562e-05
38-1482-03,1.0780063195892377e-05
38-1482-03,2.155935168788022e-06
38-1482-03,-1.2935146223780015e-05
38-1482-03,1.2934679051592647e-05
38-1482-03,-6.4671059565746546e-06
38-1482-03,1.2933744799154825e-05
38-1482-03,-1.939992021646271e-05
38-1482-03,1.077734626903887e-05
38-1482-03,9.571862513540362e-19
38-1482-03,-2.1553143966780626e-06
38-1482-03,2.1552369764557118e-06
38-1482-03,-2.1551595617960825e-06
38-1482-03,-8.620328610791433e-06
38-1482-03,6.465014247480119e-06
38-1482-03,1.0774636755909902e-05
38-1482-03,-1.2929099752581262e-05
38-1482-03,9.569112488632869e-19
38-1482-03,6.464085571805413e-06
38-1482-03,-2.1546436051233e-06
38-1482-03,1.0772957851338669e-05
38-1482-03,-1.2927237227551068e-05
38-1482-03,-6.463385160059299e-06
38-1482-03,1.0771921805211854e-05
38-1482-03,-6.462921022860234e-06
38-1482-03,1.2925377958516222e-05
38-1482-03,-8.616609269756876e-06
38-1482-03,-2.1540749806797437e-06
38-1482-03,2.1539976494723245e-06
38-1482-03,4.307840647633204e-06
38-1482-03,-4.30768600742587e-06
38-1482-03,4.307531378319539e-06
38-1482-03,-1.5075818661103206e-05
38-1482-03,1.93824996903464e-05
38-1482-03,-1.7228270230414778e-05
38-1482-03,8.613825945788407e-06
38-1482-03,4.306757595527381e-06
38-1482-03,-6.4599033440563e-06
38-1482-03,2.1532234356665056e-06
38-1482-03,8.612584662344212e-06
38-1482-03,-2.1530689010518628e-05
38-1482-03,2.3682908062689693e-05
38-1482-03,-1.9376229497561927e-05
38-1482-03,1.937553426645344e-05
38-1482-03,-1.291655939015555e-05
38-1482-03,2.1526826615439707e-06
38-1482-03,-2.152605430270856e-06
38-1482-03,0.0
38-1482-03,6.457352953044839e-06
38-1482-03,-8.609495078790499e-06
38-1482-03,4.3045931211731956e-06
38-1482-03,0.0
38-1482-03,6.456425119850661e-06
38-1482-03,-6.456192185466305e-06
38-1482-03,-1.075993211314915e-05
38-1482-03,1.5063364689137881e-05
38-1482-03,-9.556054017054357e-19
38-1482-03,-8.607019581054669e-06
38-1482-03,-9.555368632100346e-19
38-1482-03,1.2909603428171498e-05
38-1482-03,-1.5060663923981364e-05
38-1482-03,8.605785078378582e-06
38-1482-03,6.454107381028361e-06
38-1482-03,-8.605270802658807e-06
38-1482-03,2.151266278320654e-06
38-1482-03,-6.453644575306116e-06
38-1482-03,9.552970558798953e-19
38-1482-03,8.604242447933562e-06
38-1482-03,-6.452949288206718e-06
38-1482-03,-4.301811171482892e-06
38-1482-03,8.603312317829722e-06
38-1482-03,-4.301501962395741e-06
38-1482-03,2.150673888464939e-06
38-1482-03,1.0752984006289743e-05
38-1482-03,-1.0752598597887244e-05
38-1482-03,-4.300885286844738e-06
38-1482-03,-4.300731145582894e-06
38-1482-03,2.3653173584539394e-05
38-1482-03,-2.15021144810266e-05
38-1482-03,-4.3002687880851116e-06
38-1482-03,1.7200458764042662e-05
38-1482-03,-2.1499803024903474e-06
38-1482-03,4.299806529990674e-06
38-1482-03,-2.364808856323277e-05
38-1482-03,2.1497487552084555e-05
38-1482-03,-2.149671282979699e-06
38-1482-03,-6.4487814490065644e-06
38-1482-03,2.149516806535249e-06
38-1482-03,-6.448319406753904e-06
38-1482-03,8.597451213941254e-06
38-1482-03,4.298571620472428e-06
38-1482-03,-8.596835290009828e-06
38-1482-03,9.54406260815193e-19
38-1482-03,1.2894329181478261e-05
38-1482-03,-1.5042845246728821e-05
38-1482-03,-2.1489009267142424e-06
38-1482-03,8.595295866199902e-06
38-1482-03,2.1487470118994044e-06
38-1482-03,-6.446010188277458e-06
38-1482-03,-2.1485931191312535e-06
38-1482-03,2.148515730172073e-06
38-1482-03,8.593753387147339e-06
38-1482-03,-8.59344387590642e-06
38-1482-03,2.1482840474837842e-06
38-1482-03,-8.592828525991523e-06
38-1482-03,1.9333171989182617e-05
38-1482-03,-8.592213264198827e-06
38-1482-03,-6.443929249755421e-06
38-1482-03,8.591598090506545e-06
38-1482-03,-1.503475843921045e-05
38-1482-03,1.0738728756119454e-05
38-1482-03,4.295337747557443e-06
38-1482-03,9.53722435176267e-19
38-1482-03,-6.442545406196846e-06
38-1482-03,2.147438274462654e-06
38-1482-03,6.442084257081039e-06
38-1482-03,-8.589136671802883e-06
38-1482-03,0.0
38-1482-03,1.0735648427725411e-05
38-1482-03,-2.147052852196588e-05
38-1482-03,2.1469760243466434e-05
38-1482-03,-4.293798403988935e-06
38-1482-03,-1.502775669598316e-05
38-1482-03,1.2880473442697817e-05
38-1482-03,-2.1466687679221813e-06
38-1482-03,-8.586367870223584e-06
38-1482-03,1.9318636554168633e-05
38-1482-03,-1.2878630299856405e-05
38-1482-03,-2.1463615994281705e-06
38-1482-03,8.585139284156022e-06
38-1482-03,-2.14620804814354e-06
38-1482-03,-2.146131280738802e-06
38-1482-03,0.0
38-1482-03,-2.1459768628526416e-06
38-1482-03,6.437698986726715e-06
38-1482-03,-1.5020760418284818e-05
38-1482-03,8.582984708170363e-06
38-1482-03,1.2874016656054686e-05
38-1482-03,-1.2873556282782445e-05
38-1482-03,4.291031980811286e-06
38-1482-03,-2.145439272501216e-06
38-1482-03,-2.145362560083047e-06
38-1482-03,2.1452858531505464e-06
38-1482-03,4.290418303406253e-06
38-1482-03,-1.0725662278701947e-05
38-1482-03,1.2870334591568953e-05
38-1482-03,-1.501485356186017e-05
38-1482-03,1.7159219206021793e-05
38-1482-03,-6.434475984093988e-06
38-1482-03,-4.289496521696485e-06
38-1482-03,4.289342395340752e-06
38-1482-03,-2.1445945401680266e-06
38-1482-03,-6.4335536644363695e-06
38-1482-03,8.577764966408314e-06
38-1482-03,0.0
38-1482-03,2.1442879649515e-06
38-1482-03,-8.576845339366788e-06
38-1482-03,8.576538840836853e-06
38-1482-03,-1.2864348546316953e-05
38-1482-03,1.5007870341604585e-05
38-1482-03,-4.287809738331985e-06
38-1482-03,-6.431484799308356e-06
38-1482-03,4.287503338357767e-06
38-1482-03,-6.431025232184907e-06
38-1482-03,2.3579578465346586e-05
38-1482-03,-2.5722252153000044e-05
38-1482-03,6.430331966195224e-06
38-1482-03,-2.143367418931262e-06
38-1482-03,-9.518123420989404e-19
38-1482-03,1.2859285774450819e-05
38-1482-03,-4.2862754847014e-06
38-1482-03,2.1430611944275826e-06
38-1482-03,-1.0714923259872013e-05
38-1482-03,-6.428724344964109e-06
38-1482-03,1.2856989500808339e-05
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-2.1426020217037523e-06
38-1482-03,4.285051024092001e-06
38-1482-03,-6.427347023554648e-06
38-1482-03,-6.427116334024447e-06
38-1482-03,1.4996066531748022e-05
38-1482-03,-8.568873333399608e-06
38-1482-03,6.426425553273355e-06
38-1482-03,2.1420653742917492e-06
38-1482-03,-8.56795561182006e-06
38-1482-03,-1.070956218538675e-05
38-1482-03,2.14183597665874e-05
38-1482-03,-1.713407617359071e-05
38-1482-03,1.4991781505378051e-05
38-1482-03,-4.283213256303746e-06
38-1482-03,-2.1415301895658268e-06
38-1482-03,6.4243612693011785e-06
38-1482-03,-1.713101863006748e-05
38-1482-03,1.2847805439229316e-05
38-1482-03,-4.282448979544754e-06
38-1482-03,8.564590522826815e-06
38-1482-03,-1.070535388579218e-05
38-1482-03,6.422981787381558e-06
38-1482-03,-6.422752602809376e-06
38-1482-03,8.563364579455527e-06
38-1482-03,2.140764760907762e-06
38-1482-03,-1.4984818676832403e-05
38-1482-03,1.4984284065453063e-05
38-1482-03,-6.42160692523639e-06
38-1482-03,-4.280918559177704e-06
38-1482-03,2.140382922879749e-06
38-1482-03,2.1403065716210563e-06
38-1482-03,6.420690677420415e-06
38-1482-03,-1.2840923312637476e-05
38-1482-03,8.560310202073295e-06
38-1482-03,-2.140001221042611e-06
38-1482-03,2.1399244986129577e-06
38-1482-03,-6.4195433450568445e-06
38-1482-03,1.0698855358923386e-05
38-1482-03,-1.2838168585011802e-05
38-1482-03,6.418931687870583e-06
38-1482-03,2.1395930286383515e-06
38-1482-03,-9.501475896125059e-19
38-1482-03,-4.278931747943768e-06
38-1482-03,1.0696947940609128e-05
38-1482-03,-2.13931330771165e-05
38-1482-03,2.353160736014824e-05
38-1482-03,-6.417482289625287e-06
38-1482-03,-1.0695422495574904e-05
38-1482-03,8.556032961834645e-06
38-1482-03,-1.497252391067616e-05
38-1482-03,2.1388557394568848e-05
38-1482-03,4.2775581006916985e-06
38-1482-03,-2.3525726034078248e-05
38-1482-03,6.41587706586454e-06
38-1482-03,4.277098925348484e-06
38-1482-03,2.1384732421608593e-06
38-1482-03,-4.276794054160934e-06
38-1482-03,4.27664163486497e-06
38-1482-03,-2.1382446132163314e-06
38-1482-03,6.414505243295228e-06
38-1482-03,-4.276184442155327e-06
38-1482-03,-8.552064132613103e-06
38-1482-03,2.1379398506593442e-06
38-1482-03,8.551454694370709e-06
38-1482-03,-1.0688937509777477e-05
38-1482-03,1.710169068596845e-05
38-1482-03,-1.9238716574672366e-05
38-1482-03,1.9238027612526067e-05
38-1482-03,-1.282489245734477e-05
38-1482-03,-4.274811071679363e-06
38-1482-03,8.549317587378795e-06
38-1482-03,-4.274506526547986e-06
38-1482-03,6.411531405381667e-06
38-1482-03,-6.411303037210709e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,1.0684363383828573e-05
38-1482-03,-1.495757603010175e-05
38-1482-03,1.2820322880672678e-05
38-1482-03,-8.546577559660643e-06
38-1482-03,6.409704915411814e-06
38-1482-03,-1.4955445580441428e-05
38-1482-03,1.2818496911013462e-05
38-1482-03,-4.272679275131002e-06
38-1482-03,1.281757877265694e-05
38-1482-03,-6.408559876399915e-06
38-1482-03,-1.708888458628657e-05
38-1482-03,1.922431073868267e-05
38-1482-03,-9.48556115951295e-19
38-1482-03,-1.2815294695389285e-05
38-1482-03,2.1358064187065213e-06
38-1482-03,6.407191180789194e-06
38-1482-03,9.484210634167672e-19
38-1482-03,-4.271156719220025e-06
38-1482-03,6.406507052198734e-06
38-1482-03,2.1354263472658725e-06
38-1482-03,-2.348885384130478e-05
38-1482-03,2.348801792218262e-05
38-1482-03,-2.1351983693221993e-06
38-1482-03,-2.1351219908824593e-06
38-1482-03,-2.135045619423438e-06
38-1482-03,0.0
38-1482-03,-6.404679863710448e-06
38-1482-03,1.2808903966702499e-05
38-1482-03,-8.538965492276447e-06
38-1482-03,2.134665423758912e-06
38-1482-03,-2.134589479852969e-06
38-1482-03,2.134513541350469e-06
38-1482-03,-2.1344376082517842e-06
38-1482-03,4.2687233611088825e-06
38-1482-03,-2.1342857582588116e-06
38-1482-03,2.134209841363371e-06
38-1482-03,-6.402401789609266e-06
38-1482-03,1.0670290118879354e-05
38-1482-03,-4.267964246162853e-06
38-1482-03,-1.0669528915274562e-05
38-1482-03,8.535317793961743e-06
38-1482-03,4.267506238774536e-06
38-1482-03,2.1336772403790036e-06
38-1482-03,-8.534405467072823e-06
38-1482-03,-8.53410199420961e-06
38-1482-03,1.9201046721593863e-05
38-1482-03,-1.06668688915373e-05
38-1482-03,-2.1332979262772642e-06
38-1482-03,8.53288831855791e-06
38-1482-03,-4.266292476790459e-06
38-1482-03,6.3992112076299445e-06
38-1482-03,-1.0664972860417683e-05
38-1482-03,8.53167498806052e-06
38-1482-03,-1.4929900491361286e-05
38-1482-03,1.7062136904397843e-05
38-1482-03,-1.0663454549797251e-05
38-1482-03,1.0663073561571882e-05
38-1482-03,-4.265077037195517e-06
38-1482-03,-6.39738817785146e-06
38-1482-03,6.397160816067311e-06
38-1482-03,-6.3969334704433635e-06
38-1482-03,8.528941521305122e-06
38-1482-03,-2.132159609222746e-06
38-1482-03,-4.264167687014125e-06
38-1482-03,2.1320080831739237e-06
38-1482-03,-1.2791593969343152e-05
38-1482-03,2.3450422365236753e-05
38-1482-03,-4.263561668948888e-06
38-1482-03,-1.4921935669715103e-05
38-1482-03,1.278977617352348e-05
38-1482-03,2.1315536342161368e-06
38-1482-03,-1.0657387339191574e-05
38-1482-03,-2.1314013069050885e-06
38-1482-03,4.262650302826259e-06
38-1482-03,8.524997779947556e-06
38-1482-03,-2.1311737439382937e-06
38-1482-03,-6.393294144808355e-06
38-1482-03,-2.1310223579769506e-06
38-1482-03,2.130946673060218e-06
38-1482-03,2.130870993518366e-06
38-1482-03,-2.130795319352714e-06
38-1482-03,1.065359825280966e-05
38-1482-03,-1.2783863922871172e-05
38-1482-03,8.522273316408105e-06
38-1482-03,-4.260985352863326e-06
38-1482-03,0.0
38-1482-03,4.260682774414131e-06
38-1482-03,-6.390795922313329e-06
38-1482-03,-1.065094616551333e-05
38-1482-03,2.3431244806203968e-05
38-1482-03,-1.065018771925094e-05
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-4.25962143002214e-06
38-1482-03,-6.3892053483982665e-06
38-1482-03,1.0648423601832578e-05
38-1482-03,1.2777805961910127e-05
38-1482-03,-1.4907087541336364e-05
38-1482-03,1.0647541758485546e-05
38-1482-03,-1.0647163871412445e-05
38-1482-03,0.0
38-1482-03,1.0646408177729043e-05
38-1482-03,-1.9162854668004592e-05
38-1482-03,1.9162171128466924e-05
38-1482-03,-1.2774325082727488e-05
38-1482-03,4.25795648490487e-06
38-1482-03,-2.128902702660197e-06
38-1482-03,-2.1288271682292767e-06
38-1482-03,1.0643758195783227e-05
38-1482-03,-8.514704461774683e-06
38-1482-03,-9.45288557247846e-19
38-1482-03,4.25705016818825e-06
38-1482-03,2.1284495764536726e-06
38-1482-03,4.256748148346957e-06
38-1482-03,-6.384895731744268e-06
38-1482-03,-8.512892342713409e-06
38-1482-03,2.1281475994632254e-06
38-1482-03,6.384216355814922e-06
38-1482-03,-2.1279966430992477e-06
38-1482-03,-8.511682922833163e-06
38-1482-03,1.4894913766131063e-05
38-1482-03,-8.511075688691836e-06
38-1482-03,6.383080404516294e-06
38-1482-03,-1.489332613665996e-05
38-1482-03,1.9147883186017966e-05
38-1482-03,-4.254934276550809e-06
38-1482-03,-1.2764350234059912e-05
38-1482-03,1.4891213948984597e-05
38-1482-03,-1.7017926852197205e-05
38-1482-03,2.1271654399708464e-05
38-1482-03,-1.0635450143821156e-05
38-1482-03,4.254029245809183e-06
38-1482-03,-6.380817667171899e-06
38-1482-03,-6.380591481667159e-06
38-1482-03,1.2760730624393807e-05
38-1482-03,9.444501445031693e-19
38-1482-03,-8.50654755345195e-06
38-1482-03,6.37968336809198e-06
38-1482-03,-4.2529715086629195e-06
38-1482-03,2.126410391308043e-06
38-1482-03,1.2758010201759058e-05
38-1482-03,-2.338885649414259e-05
38-1482-03,6.3785530028566804e-06
38-1482-03,2.1261089926243788e-06
38-1482-03,8.504134625212496e-06
38-1482-03,-2.1259583253196545e-06
38-1482-03,-2.125882999677179e-06
38-1482-03,-4.251615358738931e-06
38-1482-03,-2.1257323644006677e-06
38-1482-03,4.251314109533826e-06
38-1482-03,6.376745251408099e-06
38-1482-03,-1.0627530051354911e-05
38-1482-03,2.1254302754690532e-06
38-1482-03,4.2507090921340575e-06
38-1482-03,-6.375837789602958e-06
38-1482-03,1.062601992834027e-05
38-1482-03,-2.1251287134684216e-06
38-1482-03,-1.0625267232995971e-05
38-1482-03,8.499912740249036e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-2.12475243243388e-06
38-1482-03,0.0
38-1482-03,-6.3738058719839606e-06
38-1482-03,1.0622633638836251e-05
38-1482-03,-2.1244515035338985e-06
38-1482-03,-6.373128853882097e-06
38-1482-03,4.248601359900777e-06
38-1482-03,4.248450161309254e-06
38-1482-03,-6.372448455706512e-06
38-1482-03,4.248148575427513e-06
38-1482-03,9.432450800500481e-19
38-1482-03,-1.06196195432101e-05
38-1482-03,1.274309236254182e-05
38-1482-03,9.431449181023987e-19
38-1482-03,-1.061849189976912e-05
38-1482-03,1.0618116071836512e-05
38-1482-03,-4.247096108202743e-06
38-1482-03,4.246945798312255e-06
38-1482-03,-4.246795499059746e-06
38-1482-03,0.0
38-1482-03,-4.24649493246698e-06
38-1482-03,6.369516997687167e-06
38-1482-03,-4.246193527944326e-06
38-1482-03,2.1230212007607513e-06
38-1482-03,0.0
38-1482-03,6.368611591844622e-06
38-1482-03,-1.0613977118086465e-05
38-1482-03,6.368160965802063e-06
38-1482-03,0.0
38-1482-03,-6.367710403526138e-06
38-1482-03,4.2449900975307195e-06
38-1482-03,2.1224199683341234e-06
38-1482-03,-2.122344893214439e-06
38-1482-03,0.0
38-1482-03,2.122194758907474e-06
38-1482-03,-2.1221196997190644e-06
38-1482-03,-4.244089291679909e-06
38-1482-03,6.3659087918087374e-06
38-1482-03,-2.121894163796284e-06
38-1482-03,0.0
38-1482-03,2.1217433099367704e-06
38-1482-03,-4.243336565357385e-06
38-1482-03,4.243186521453051e-06
38-1482-03,-4.2430364881594125e-06
38-1482-03,4.242886465475345e-06
38-1482-03,-2.1213682266998613e-06
38-1482-03,0.0
38-1482-03,2.121218230534656e-06
38-1482-03,-8.48457296162455e-06
38-1482-03,8.484273022318365e-06
38-1482-03,-2.120993276054455e-06
38-1482-03,2.1209183018301686e-06
38-1482-03,-6.3625299987185e-06
38-1482-03,1.4845378584974169e-05
38-1482-03,-1.696554377373473e-05
38-1482-03,6.3618527385375435e-06
38-1482-03,4.241084385337146e-06
38-1482-03,-4.240934500661396e-06
38-1482-03,0.0
38-1482-03,-4.2406347630902045e-06
38-1482-03,9.415767965741487e-19
38-1482-03,1.2721005203653928e-05
38-1482-03,-1.0600463090417889e-05
38-1482-03,2.1200177075192774e-06
38-1482-03,2.119942802247949e-06
38-1482-03,-2.119867902269597e-06
38-1482-03,-2.1197930075836597e-06
38-1482-03,9.413439442113564e-19
38-1482-03,6.358929702258479e-06
38-1482-03,-6.358705065823246e-06
38-1482-03,2.1194930924243547e-06
38-1482-03,2.1194178334214334e-06
38-1482-03,-9.411771723130857e-19
38-1482-03,-4.238535447374099e-06
38-1482-03,2.119192871402839e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-2.1188935151349442e-06
38-1482-03,4.237637378563874e-06
38-1482-03,-9.409112905313242e-19
38-1482-03,-6.356007160285247e-06
38-1482-03,6.3557827302831725e-06
38-1482-03,-2.1185194387099137e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,2.1182946179990626e-06
38-1482-03,-4.23643879244341e-06
38-1482-03,4.236288359572978e-06
38-1482-03,-2.118069406846714e-06
38-1482-03,0.0
38-1482-03,0.0
38-1482-03,-2.1178451196988904e-06
38-1482-03,4.235540735743173e-06
38-1482-03,-2.1176956213210032e-06
38-1482-03,0.0
38-1482-03,-2.1175461440477635e-06
38-1482-03,2.1174714133239893e-06
38-1482-03,-2.117396687875642e-06
38-1482-03,4.234643935400566e-06
